iter	Logloss
114	0.04419077251
115	0.04388773186
116	0.04373752764
117	0.04337162884
118	0.04316697745
119	0.04284115914
120	0.04266067663
121	0.04255679635
122	0.04233807875
123	0.04204684935
124	0.04190633009
125	0.04157930153
126	0.04145733274
127	0.0412111166
128	0.0410955598
129	0.04086298718
130	0.0407002851
131	0.04044763585
132	0.0402099777
133	0.03999789482
134	0.0399135142
135	0.03979377936
136	0.03970529944
137	0.03958970648
138	0.03936991483
139	0.03917977761
140	0.03909848611
141	0.03891463716
142	0.03867438988
143	0.03844984223
144	0.03818310972
145	0.03800916472
146	0.03771535207
147	0.03747452965
148	0.03739420751
149	0.03717148112
150	0.03708685338
151	0.03689417996
152	0.03662716477
153	0.0365147495
154	0.03637951151
155	0.03629522428
156	0.03623366502
157	0.03615839136
158	0.03609379728
159	0.03589390403
160	0.03580493735
161	0.03557499879
162	0.03534754963
163	0.03522781617
164	0.03515690541
165	0.03491879776
166	0.03461171409
167	0.03456971153
168	0.03450005451
169	0.03441076058
170	0.03436052711
171	0.0341835025
172	0.03411545646
173	0.03386619117
174	0.03369737348
175	0.03359944121
176	0.03355194956
177	0.03340994737
178	0.0332027444
179	0.03304458702
180	0.03281591823
181	0.03273355246
182	0.03271310097
183	0.03267430146
184	0.0325605342
185	0.03229829412
186	0.03209027721
187	0.03195764766
188	0.03188786533
189	0.03181874788
190	0.03176068112
191	0.03170118953
192	0.03163971381
193	0.03153742352
194	0.03142016879
195	0.03134225225
196	0.03119212418
197	0.0311233471
198	0.03099787211
199	0.0309454916
200	0.03074693941
201	0.03058787112
202	0.03045659731
203	0.03029189334
204	0.0301909106
205	0.03013247707
206	0.02980597617
207	0.02961047485
208	0.02949216251
209	0.02944378672
210	0.02939939539
211	0.02932803528
212	0.02927980326
213	0.02910170497
214	0.02902262761
215	0.02893311777
216	0.0287516296
217	0.02859820478
218	0.02854970334
219	0.02828581576
220	0.02814641643
221	0.02812195967
222	0.02783537555
223	0.02776908509
224	0.02759355014
225	0.02745986558
226	0.02736688452
227	0.02722161662
228	0.02714406448
229	0.02704582055
230	0.02699490252
231	0.02690764784
232	0.02685239395
233	0.02672017112
234	0.02663899935
235	0.0265868776
236	0.02643355237
237	0.02638193936
238	0.0262552138
239	0.02612473214
240	0.02599701984
241	0.02584537699
242	0.02572175228
243	0.02556671895
244	0.02553343452
245	0.02543805607
246	0.02541065118
247	0.0253137828
248	0.02524586524
249	0.02520366937
250	0.02511447011
251	0.02504788115
252	0.02488757849
253	0.02483420186
254	0.02470637531
255	0.02464702685
256	0.02457509039
257	0.02446678552
258	0.02438181185
259	0.02434250968
260	0.02421487404
261	0.0241335522
262	0.02405064826
263	0.02390945097
264	0.02381914545
265	0.02372468731
266	0.02367154528
267	0.02358055579
268	0.02341969285
269	0.02331534422
270	0.02312027561
271	0.02301094683
272	0.02294366943
273	0.02289768251
274	0.02281674902
275	0.02269381472
276	0.02265941927
277	0.02264354017
278	0.02247962004
279	0.02240165792
280	0.02235458249
281	0.0223297739
282	0.02225738296
283	0.02218792307
284	0.02214992513
285	0.02207864908
286	0.02204765015
287	0.02200147491
288	0.02190147339
289	0.02186558087
290	0.02180979759
291	0.02169485265
292	0.02167420981
293	0.02159134582
294	0.02147130477
295	0.02146035452
296	0.02137346311
297	0.02130691796
298	0.02122773089
299	0.02116713029
300	0.02112903991
301	0.02102320308
302	0.0210038252
303	0.02085975059
304	0.02084006808
305	0.0207514989
306	0.02068540564
307	0.02061821413
308	0.02053766214
309	0.02049195074
310	0.0204367199
311	0.02041203842
312	0.02030918688
313	0.02025937422
314	0.02016806619
315	0.0200976351
316	0.02007103009
317	0.01995166013
318	0.0199381386
319	0.01991390569
320	0.01989531158
321	0.01976153092
322	0.01974757113
323	0.01969972483
324	0.01964956649
325	0.01961445169
326	0.01960769017
327	0.01951973741
328	0.01946814033
329	0.01935055868
330	0.01926918391
331	0.01919047642
332	0.01911245766
333	0.019044877
334	0.01892347926
335	0.01890608623
336	0.01884430207
337	0.0188194783
338	0.01880250787
339	0.01868478937
340	0.01865117999
341	0.01859915967
342	0.01856673278
343	0.01851145637
344	0.01847583909
345	0.01846255718
346	0.01839769902
347	0.01833153934
348	0.01831533194
349	0.01822709546
350	0.01818699093
351	0.01814674881
352	0.01801754911
353	0.01800533305
354	0.01791193386
355	0.01788826227
356	0.01783840995
357	0.01774281315
358	0.01763268995
359	0.01757051727
360	0.0175110113
361	0.01741812341
362	0.01737973324
363	0.01731434023
364	0.01725143476
365	0.01717301004
366	0.0171374378
367	0.01709400999
368	0.01701232306
369	0.01699266173
370	0.01695466047
371	0.0168925807
372	0.01680454792
373	0.01674534345
374	0.01673506874
375	0.01662415701
376	0.01657103587
377	0.0165621598
378	0.01649460054
379	0.01645607166
380	0.01641456558
381	0.01637734372
382	0.01636426441
383	0.01629317527
384	0.01626418175
385	0.01614637151
386	0.01611207231
387	0.01606784594
388	0.01604167832
389	0.0159781474
390	0.0159617544
391	0.01591324478
392	0.01588246519
393	0.01584434074
394	0.01584433414
395	0.01584205034
396	0.01581852164
397	0.01577610845
398	0.01570652663
399	0.01564750879
400	0.01557388758
401	0.01554013713
402	0.01552560314
403	0.01548578794
404	0.01545082127
405	0.01544040458
406	0.01540013747
407	0.01533912444
408	0.01531571774
409	0.01531571774
410	0.01531289452
411	0.01528958383
412	0.01524584572
413	0.0152275017
414	0.01519637143
415	0.0151087617
416	0.01502646303
417	0.01501370592
418	0.01489010798
419	0.01485230628
420	0.01480369538
421	0.01476111993
422	0.01473070318
423	0.01469400286
424	0.01464899234
425	0.01461072383
426	0.01458884054
427	0.01456488383
428	0.01454416886
429	0.01450487537
430	0.01445395503
431	0.01442759136
432	0.01435398197
433	0.01431569487
434	0.01430482496
435	0.01426869611
436	0.01424500967
437	0.01422436993
438	0.01417580845
439	0.01414781235
440	0.01408175832
441	0.01408175832
442	0.01408170917
443	0.01406859032
444	0.01405163869
445	0.01405162944
446	0.01403651434
447	0.0140365116
448	0.0140365116
449	0.01403650401
450	0.01403649071
451	0.01403644647
452	0.01403644647
453	0.01403644647
454	0.01403643776
455	0.01399171334
456	0.0139916881
457	0.0139916881
458	0.01399166204
459	0.01396114116
460	0.01391993578
461	0.01391991077
462	0.01387698517
463	0.01384379516
464	0.01384378268
465	0.01378675276
466	0.01374185923
467	0.01372832212
468	0.01367411873
469	0.01363407881
470	0.01361029711
471	0.0135946468
472	0.01356407711
473	0.01355089722
474	0.01353532314
475	0.01352548945
476	0.01349783997
477	0.01349783152
478	0.01349782856
479	0.01349782257
480	0.01349780358
481	0.01349779981
482	0.01349779247
483	0.01349778703
484	0.01349776479
485	0.01343440047
486	0.01343440047
487	0.01343440047
488	0.01343440047
489	0.01343440047
490	0.01343440047
491	0.01343440047
492	0.01343440047
493	0.01343440047
494	0.01343440047
495	0.01343440047
496	0.01343440047
497	0.01343440047
498	0.01343440047
499	0.01343440047
500	0.01343435431
501	0.01343429975
502	0.01340790342
503	0.01336312553
504	0.01333273364
505	0.01329649721
506	0.01324419908
507	0.01323132282
508	0.01320703705
509	0.01314855625
510	0.0131272362
511	0.01312721146
512	0.01310959008
513	0.01310958385
514	0.01310957107
515	0.01310955503
516	0.0131095146
517	0.01310949316
518	0.01310949316
519	0.01310949316
520	0.01310949316
521	0.01310949316
522	0.01310949316
523	0.01310949316
524	0.013109482
525	0.013109482
526	0.013109482
527	0.013109482
528	0.01310946604
529	0.01310945489
530	0.01310944866
531	0.01310941687
532	0.01310940005
533	0.01310938729
534	0.01310937505
535	0.01310936964
536	0.0131093585
537	0.01310934765
538	0.0131093414
539	0.01310932729
540	0.01310930178
541	0.01310929527
542	0.01310928033
543	0.0131092719
544	0.01310925315
545	0.01310924529
546	0.01310921923
547	0.01310919344
548	0.01310917556
549	0.01310913425
550	0.01310913425
551	0.01310913425
552	0.01310909357
553	0.01310909357
554	0.01310909357
555	0.01310909357
556	0.01310209388
557	0.01307227091
558	0.01305245516
559	0.01301729645
560	0.01301729645
561	0.01296712493
562	0.01292845346
563	0.01288599755
564	0.01287604477
565	0.01285897218
566	0.01284136153
567	0.01284136153
568	0.01283773177
569	0.01282711794
570	0.01280742597
571	0.01279823997
572	0.01276755423
573	0.01275305208
574	0.01271934751
575	0.01266989132
576	0.01262259317
577	0.01259231646
578	0.01254040482
579	0.01250974172
580	0.01250388306
581	0.01249004936
582	0.01249002819
583	0.01245536191
584	0.01244643421
585	0.01243325912
586	0.0124331521
587	0.01243315484
588	0.01243314859
589	0.01242078953
590	0.01239935402
591	0.01238763173
592	0.01237615718
593	0.0123286299
594	0.01229868556
595	0.01228547226
596	0.01226490504
597	0.01224993627
598	0.01224367921
599	0.01219444094
600	0.0121701309
601	0.01216100435
602	0.0121434081
603	0.01211797597
604	0.01210875547
605	0.01208552186
606	0.01208551234
607	0.01204610611
608	0.01202380872
609	0.01199289489
610	0.01196823907
611	0.0119571638
612	0.01193609241
613	0.01189811455
614	0.01188952739
615	0.01187833325
616	0.01183321293
617	0.01178882035
618	0.01174895737
619	0.01173857677
620	0.01169874536
621	0.01167514455
622	0.01167513941
623	0.01164934131
624	0.01162513534
625	0.01161928846
626	0.011569649
627	0.01155054357
628	0.01154179833
629	0.01152797661
630	0.01152058512
631	0.01150876722
632	0.01146346455
633	0.01143860281
634	0.011418336
635	0.01141829082
636	0.01137215956
637	0.01136370626
638	0.01136370187
639	0.01136347852
640	0.01134026648
641	0.01132144611
642	0.01131373472
643	0.01131372413
644	0.011276147
645	0.01125908605
646	0.01121332191
647	0.01119148597
648	0.0111795829
649	0.01115737512
650	0.0110732888
651	0.01105006726
652	0.01100099826
653	0.01098380929
654	0.01095627141
655	0.01093505994
656	0.01091587947
657	0.01089853841
658	0.01087854543
659	0.01082820867
660	0.01080607692
661	0.01079014215
662	0.01077385769
663	0.01075813496
664	0.01074196857
665	0.01070893737
666	0.01068011631
667	0.01065488671
668	0.01063450036
669	0.01059432008
670	0.01057068989
671	0.01057068555
672	0.01057065044
673	0.01053523126
674	0.01049124087
675	0.01045841483
676	0.01044706466
677	0.01043036109
678	0.01039763522
679	0.01038431452
680	0.01036778067
681	0.01035289308
682	0.0103455566
683	0.01034554194
684	0.01033132552
685	0.01032689665
686	0.01032586711
687	0.01030782237
688	0.010261115
689	0.01025478537
690	0.01024634966
691	0.01022477121
692	0.01022474591
693	0.01020456103
694	0.01018148201
695	0.0101678369
696	0.01015541784
697	0.01013322052
698	0.01013322051
699	0.01011845623
700	0.0101139677
701	0.01010449238
702	0.01008797474
703	0.0100706219
704	0.01004327464
705	0.01003992421
706	0.01001428539
707	0.01000018498
708	0.009991512652
709	0.00998187567
710	0.009963064577
711	0.009927435625
712	0.009900802457
713	0.009893230648
714	0.009860459956
715	0.009831314039
716	0.009825250437
717	0.009814003126
718	0.009784818274
719	0.009765778294
720	0.009765778294
721	0.009756967017
722	0.009723639539
723	0.009705173382
724	0.009671012229
725	0.009647893501
726	0.009637546487
727	0.009637539244
728	0.009628555328
729	0.009621171584
730	0.00961716732
731	0.009593733904
732	0.009569976568
733	0.009552734837
734	0.009528399198
735	0.009528398862
736	0.009518917059
737	0.009495932214
738	0.009472972861
739	0.009433015615
740	0.009408632118
741	0.009400144647
742	0.009384566846
743	0.009377545751
744	0.009347551035
745	0.009332936388
746	0.009306152453
747	0.009282333502
748	0.009282326144
749	0.009282326144
750	0.009276387999
751	0.009276374285
752	0.009276364922
753	0.009276351592
754	0.00927635878
755	0.00927635878
756	0.00927635878
757	0.009276356869
758	0.009269850582
759	0.009269847719
760	0.009269827905
761	0.009269816741
762	0.009269803267
763	0.009269803267
764	0.009263443706
765	0.009239589211
766	0.009219850566
767	0.009188685348
768	0.009188681958
769	0.009148777835
770	0.009126933022
771	0.009101598716
772	0.009087209554
773	0.009069379021
774	0.009069369901
775	0.009059762601
776	0.009042582533
777	0.009042576349
778	0.009042565113
779	0.009042544144
780	0.009037037726
781	0.009037043558
782	0.009037027271
783	0.009037027271
784	0.009037025882
785	0.009037020436
786	0.009037017594
787	0.009037019625
788	0.009024608301
789	0.00900889951
790	0.009008895869
791	0.009008587756
792	0.009000732918
793	0.008974247466
794	0.008957783263
795	0.00893882071
796	0.008938811348
797	0.008932630803
798	0.00889819418
799	0.008890785021
800	0.008861221601
801	0.008852466257
802	0.008835433127
803	0.008832835681
804	0.008784529008
805	0.008770780664
806	0.008756115214
807	0.008743416461
808	0.008720035261
809	0.008720018686
810	0.008693239949
811	0.008676723192
812	0.008661467472
813	0.008652136736
814	0.008625999241
815	0.008603556117
816	0.008566389141
817	0.008559486982
818	0.008538029914
819	0.008531579115
820	0.008517235219
821	0.008486534131
822	0.008482221359
823	0.008470537674
824	0.008448871648
825	0.008448873462
826	0.008448829605
827	0.008441412973
828	0.008436290178
829	0.00843394207
830	0.008422534093
831	0.008411406926
832	0.008391027752
833	0.008372566352
834	0.008346130662
835	0.008346128623
836	0.008346128623
837	0.008346124991
838	0.008346118173
839	0.008346109205
840	0.008325807499
841	0.008306458095
842	0.008294065337
843	0.008266662994
844	0.008247806577
845	0.008197484613
846	0.008197488279
847	0.008197473025
848	0.008197460525
849	0.008197456723
850	0.008196238918
851	0.008183590892
852	0.008178837809
853	0.008165734067
854	0.008151012359
855	0.008142692487
856	0.008111338263
857	0.008100547533
858	0.008092908968
859	0.008083892866
860	0.008083872181
861	0.008083846381
862	0.008061033368
863	0.008061030768
864	0.008054555247
865	0.008054551177
866	0.00803995106
867	0.008039933411
868	0.008026361587
869	0.008013241224
870	0.008013173296
871	0.008002620972
872	0.007997029914
873	0.007997031252
874	0.007972129411
875	0.007972127644
876	0.007969335324
877	0.007959261927
878	0.007930411758
879	0.007906629894
880	0.007906616994
881	0.007905603777
882	0.007905601339
883	0.007894101297
884	0.007894073051
885	0.007888952915
886	0.007871433602
887	0.007871426932
888	0.007870499316
889	0.00784665017
890	0.00781532086
891	0.007798474632
892	0.007783365101
893	0.007765270553
894	0.007765249479
895	0.007765255323
896	0.007765238071
897	0.007765240695
898	0.007765240695
899	0.007765229243
900	0.007765229243
901	0.007755723368
902	0.0077421268
903	0.007742110413
904	0.0077407313
905	0.007723372424
906	0.007723368801
907	0.007700188097
908	0.007700185225
909	0.007686000419
910	0.007675398376
911	0.007675398376
912	0.007675389923
913	0.007664443622
914	0.007664369272
915	0.007664373835
916	0.007654195754
917	0.007635769851
918	0.007623737681
919	0.007608741024
920	0.007597529367
921	0.007558983271
922	0.007558974727
923	0.007558968564
924	0.007549340948
925	0.007549321387
926	0.007537381417
927	0.007516565323
928	0.007516572672
929	0.007516554584
930	0.007516546156
931	0.007516544015
932	0.007516546988
933	0.007516546988
934	0.00751654167
935	0.007510473717
936	0.007500293231
937	0.007489615892
938	0.007477660148
939	0.007477641796
940	0.007477641796
941	0.007477634498
942	0.007477620862
943	0.007469758845
944	0.007469739134
945	0.007469744563
946	0.007469740366
947	0.007469733153
948	0.007469733034
949	0.007469730306
950	0.007469727171
951	0.007469729899
952	0.007469719423
953	0.007469713603
954	0.007469689534
955	0.007469692524
956	0.00746968831
957	0.00746968831
958	0.00746968831
959	0.007451400377
960	0.007451400377
961	0.007451384489
962	0.007451367075
963	0.007451374297
964	0.007451343317
965	0.007451343317
966	0.007451339052
967	0.007451328466
968	0.007448475128
969	0.007448460277
970	0.007448457728
971	0.007448454176
972	0.00744845105
973	0.007448438538
974	0.00744843024
975	0.007448405899
976	0.00744840307
977	0.007448374939
978	0.007448367842
979	0.00744836124
980	0.007448340708
981	0.007448340708
982	0.007448325865
983	0.007448320572
984	0.007448316494
985	0.007448316494
986	0.007448313823
987	0.007448311487
988	0.007448301283
989	0.007448299932
990	0.007448299957
991	0.007448296652
992	0.007448289892
993	0.007448289892
994	0.007448282943
995	0.007448279561
996	0.007448273707
997	0.007448265712
998	0.007448265712
999	0.007448246911
